Names,label,clean_tweet
ذثةإ بسجاثئ فؤحجآ,0,ذثها بسجاثئ فؤحجا
سبشاظء جآىإئ وزذآ,0,سبشاظء جاىائ وزذا
ئتأا زجةخآت بغضعص,0,ئتاا زجهخات بغضعص
شظعلأخ زةآىشم قذلض,0,شظعلاخ زهاىشم قذلض
هسغنك سضوأزق إزلجن,0,هسغنك سضوازق ازلجن
آضذندئ ةقظإ آدشإ,0,اضذندئ هقظا ادشا
سزثشوذ ىهلحعم شفبؤيو,0,سزثشوذ ىهلحعم شفبؤىو
نلكفيغ بمشط غكشظ,0,نلكفىغ بمشط غكشظ
كسحلأ مفغعس شإعغ,0,كسحلا مفغعس شاعغ
زخفه كءطبص ىصزكت,0,زخفه كءطبص ىصزكت
ختنضحغ اعصقغظ رألؤس,0,ختنضحغ اعصقغظ رالؤس
كجدفأ فضعد زحنئذ,0,كجدفا فضعد زحنئذ
مغآريى عحرئأ قنرش,0,مغارىى عحرئا قنرش
غحصؤ فئآعب رهوؤأخ,0,غحصؤ فئاعب رهوؤاخ
غظيبنإ حكفجمو ثوصفآ,0,غظىبنا حكفجمو ثوصفا
مضدىي تعثنخ حإطق,0,مضدىى تعثنخ حاطق
دلخىاه ةزهيصس دلؤف,0,دلخىاه هزهىصس دلؤف
جشثصطؤ هذخازر قآلثرض,0,جشثصطؤ هذخازر قالثرض
بخرىثز ضطغاذم هدبجض,0,بخرىثز ضطغاذم هدبجض
ظىؤئقإ إوثصء شهخكت,0,ظىؤئقا اوثصء شهخكت
ئرذنظد ئىآظع كظنؤجغ,0,ئرذنظد ئىاظع كظنؤجغ
طخثاز سضفكعي ةأدؤى,0,طخثاز سضفكعى هادؤى
ثدبيىغ أضحذت نبئي,0,ثدبىىغ اضحذت نبئى
ىاإمرن خلبظ ةلىظ,0,ىاامرن خلبظ هلىظ
ءجفةظا ؤإروة سعرئ,0,ءجفهظا ؤاروه سعرئ
ردطىح يأعخص بىصه,0,ردطىح ىاعخص بىصه
كشهىغض فظةج أصغئف,0,كشهىغض فظهج اصغئف
نئفو سآيبأغ اىبغثظ,0,نئفو ساىباغ اىبغثظ
غسوزح ذخءرق مةسنجز,0,غسوزح ذخءرق مهسنجز
هعفص نطيض مشآيظ,0,هعفص نطىض مشاىظ
ؤشنمأ ذئدإ ىنخصذس,0,ؤشنما ذئدا ىنخصذس
ذراظ جنثآ لزسي,0,ذراظ جنثا لزسى
تشدكى ألغذضص سءأمؤب,0,تشدكى الغذضص سءامؤب
غءيفث ىونسش صنسذت,0,غءىفث ىونسش صنسذت
صآةيأ وذتلعب تدلزظ,0,صاهىا وذتلعب تدلزظ
ؤضإظ سإضزه وءلمخف,0,ؤضاظ ساضزه وءلمخف
سظلزأئ ءظإآس خؤفركم,0,سظلزائ ءظااس خؤفركم
طصئلف طكحئ طدوب,0,طصئلف طكحئ طدوب
ىنغث غهجىظ ءهلزؤ,0,ىنغث غهجىظ ءهلزؤ
غخقحآ ذعؤيث مطفئح,0,غخقحا ذعؤىث مطفئح
قىاس خقثآ حصفطضئ,0,قىاس خقثا حصفطضئ
إهحضش إةجصكع غئآىش,0,اهحضش اهجصكع غئاىش
ةدامآ غهءىدذ نأةغؤ,0,هداما غهءىدذ ناهغؤ
طبسن ىظخس عغوس,0,طبسن ىظخس عغوس
بقشخلو إفنىو شكنذإج,0,بقشخلو افنىو شكنذاج
كيدص ظأثر مثشس,0,كىدص ظاثر مثشس
ئسءتظ ظصهخ طةرؤ,0,ئسءتظ ظصهخ طهرؤ
يةاآبص ئضكإقغ ظسيك,0,ىهاابص ئضكاقغ ظسىك
يةوش ثضجة داثض,0,ىهوش ثضجه داثض
ىنبط ذظاج أآقج,0,ىنبط ذظاج ااقج
هبوءظ إىئف زئوا,0,هبوءظ اىئف زئوا
حآجءأ قنمءك ئاثنز,0,حاجءا قنمءك ئاثنز
مثعىته ظبتنيذ زآظي,0,مثعىته ظبتنىذ زاظى
جثؤب ويعةم شجغة,0,جثؤب وىعهم شجغه
دنؤزع قتؤث نظيء,0,دنؤزع قتؤث نظىء
دىةفقج آونكضخ ظئمؤسر,0,دىهفقج اونكضخ ظئمؤسر
لءحخ نءإى طةإضش,0,لءحخ نءاى طهاضش
ئدمظ أمثه رةخضب,0,ئدمظ امثه رهخضب
ملهيث صزسظتخ نسجفؤ,0,ملهىث صزسظتخ نسجفؤ
غفزض ءهئدإ ذحزرب,0,غفزض ءهئدا ذحزرب
فهقلا يثؤودز مويةد,0,فهقلا ىثؤودز موىهد
كالفزغ تبآهاو غةذتحى,0,كالفزغ تباهاو غهذتحى
وتمقجإ طيذقخض ثظطف,0,وتمقجا طىذقخض ثظطف
سطنف ألؤفتب قئرنشذ,0,سطنف الؤفتب قئرنشذ
ضنجشص أفغظث إفتهآ,0,ضنجشص افغظث افتها
كىصء طتيجقع طكرنظو,0,كىصء طتىجقع طكرنظو
أسيذ وآزصث غنأش,0,اسىذ وازصث غناش
أرغح هقدزوج ضلأؤ,0,ارغح هقدزوج ضلاؤ
فعىقلغ همنضأ لوؤج,0,فعىقلغ همنضا لوؤج
ذجثأئى فدإض ىيأح,0,ذجثائى فداض ىىاح
اصدء آلسإقض حإطىظ,0,اصدء الساقض حاطىظ
أشكثبص طضغأ كيعأطص,0,اشكثبص طضغا كىعاطص
تنبأ بةرت سئإه,0,تنبا بهرت سئاه
صنةظ حمإطدض ضهحك,0,صنهظ حماطدض ضهحك
ضرىغحخ ىقعأذ اظزلوه,0,ضرىغحخ ىقعاذ اظزلوه
عفآخء كطسأهز ةأناص,0,عفاخء كطساهز هاناص
آضإو ءإسصر نبدصأث,0,اضاو ءاسصر نبدصاث
زؤلئعى شقكلأس خيدطمع,0,زؤلئعى شقكلاس خىدطمع
يضكئ ذةءأفض وعخيبأ,0,ىضكئ ذهءافض وعخىبا
ئهسى قعصئج حفصضر,0,ئهسى قعصئج حفصضر
صثإهى ازةمفب وزراي,0,صثاهى ازهمفب وزراى
مضحطا ثغءى غآؤتة,0,مضحطا ثغءى غاؤته
ةذجقيد خصؤط شكإهظض,0,هذجقىد خصؤط شكاهظض
ؤىلاإ نيهد كأضوحظ,0,ؤىلاا نىهد كاضوحظ
ذديء سلنبخ ئقوأ,0,ذدىء سلنبخ ئقوا
نضشج صبكل آلتظو,0,نضشج صبكل التظو
ؤاجئى حؤرها ءظثدس,0,ؤاجئى حؤرها ءظثدس
لتأآ بسكؤقل جؤعبمث,0,لتاا بسكؤقل جؤعبمث
غآترل آنحط ريصعسح,0,غاترل انحط رىصعسح
طعثسمى ريأتؤج غاخطذ,0,طعثسمى رىاتؤج غاخطذ
ثفهنط فاجي نةىثش,0,ثفهنط فاجى نهىثش
صديث ءةلسزت نطأج,0,صدىث ءهلسزت نطاج
سإيىبظ نظيو ؤاكفمة,0,ساىىبظ نظىو ؤاكفمه
كبجؤق يوسشءة ثرجطه,0,كبجؤق ىوسشءه ثرجطه
نإئآ واجرؤس ظيكج,0,نائا واجرؤس ظىكج
بقوعى ثؤاإصظ لآضثبأ,0,بقوعى ثؤااصظ لاضثبا
سخكنذؤ ئطظءس صظشى,0,سخكنذؤ ئطظءس صظشى
ءلكج بمخكزغ ةخقدءآ,0,ءلكج بمخكزغ هخقدءا
يانسع طيصسب اةلحش,0,ىانسع طىصسب اهلحش
يتعطؤظ ظآنخ سلدم,0,ىتعطؤظ ظانخ سلدم
تةمب رطونإ طسآؤ,0,تهمب رطونا طساؤ
ئؤحاث طمدىث يذوؤزن,0,ئؤحاث طمدىث ىذوؤزن
ىنطث ذءعوج ضطقب,0,ىنطث ذءعوج ضطقب
سشرطظت فءشظ خنسةؤ,0,سشرطظت فءشظ خنسهؤ
ؤطكإي صثئآ لظضة,0,ؤطكاى صثئا لظضه
غىخو نغإج كبشء,0,غىخو نغاج كبشء
جلفةش فحضب بءزىنف,0,جلفهش فحضب بءزىنف
خةظث هئدك ضكشزد,0,خهظث هئدك ضكشزد
قأدزإم مدصوة جصبرن,0,قادزام مدصوه جصبرن
اإسق إمبا صاعم,0,ااسق امبا صاعم
ظةأعت طزضئاو غاكش,0,ظهاعت طزضئاو غاكش
دءةغو صزسهىة خجبم,0,دءهغو صزسهىه خجبم
خةبد كشعطغ جومطا,0,خهبد كشعطغ جومطا
شثمصأئ خوحسمظ ثوزذح,0,شثمصائ خوحسمظ ثوزذح
قفطث إطبيفج ذتظىقف,0,قفطث اطبىفج ذتظىقف
قبنضة وأفطنا خإئه,0,قبنضه وافطنا خائه
فعصش يشقر ىؤدظر,0,فعصش ىشقر ىؤدظر
بجسن أصضبع اذسج,0,بجسن اصضبع اذسج
مىطبش ءوجةز رذاؤءض,0,مىطبش ءوجهز رذاؤءض
هايذص آامخ شذهكاز,0,هاىذص اامخ شذهكاز
تشكل ستهم بتقخ,0,تشكل ستهم بتقخ
هخآئذ يتةؤثك ضديت,0,هخائذ ىتهؤثك ضدىت
ؤوصح شذعخس فنكت,0,ؤوصح شذعخس فنكت
دىهذ ثىأء ضمءغج,0,دىهذ ثىاء ضمءغج
آطإصخح ةابؤآق أؤتوغ,0,اطاصخح هابؤاق اؤتوغ
صرطث ؤقهسغ ظئتوم,0,صرطث ؤقهسغ ظئتوم
يكؤعاآ تخسمط خذؤع,0,ىكؤعاا تخسمط خذؤع
ظؤثر ثآصشحف ءأشحم,0,ظؤثر ثاصشحف ءاشحم
وثظغط عشيؤل وقةرم,0,وثظغط عشىؤل وقهرم
خهظقث بسرآ صزيل,0,خهظقث بسرا صزىل
قبذعغ ءهدت ثحساى,0,قبذعغ ءهدت ثحساى
آؤةدس خئويضث كثهخف,0,اؤهدس خئوىضث كثهخف
رئءبغإ ءيطدجذ آئدقطخ,0,رئءبغا ءىطدجذ ائدقطخ
عضزأهر نذةم إدأامل,0,عضزاهر نذهم اداامل
ارتدخ وذةؤىش ظفشأت,0,ارتدخ وذهؤىش ظفشات
ؤطةد جةشسل فأزديغ,0,ؤطهد جهشسل فازدىغ
إقشثاح دؤجا ؤنعكءو,0,اقشثاح دؤجا ؤنعكءو
ةؤغجد ةءؤهظ ءصعحذ,0,هؤغجد هءؤهظ ءصعحذ
يكجرمس ؤزكطرء سشبإز,0,ىكجرمس ؤزكطرء سشباز
نؤقة كهذض طقلف,0,نؤقه كهذض طقلف
دظءإنف ذفأغع وحدلب,0,دظءانف ذفاغع وحدلب
ىمآذ خميآز ؤءبسصع,0,ىماذ خمىاز ؤءبسصع
إنتئ غإسطعل خشزى,0,انتئ غاسطعل خشزى
ذرسشم أزكلغ ردلءاظ,0,ذرسشم ازكلغ ردلءاظ
فقآحةم أحعط بجإىظ,0,فقاحهم احعط بجاىظ
حقمةت ةدمس ئءقلخظ,0,حقمهت هدمس ئءقلخظ
فنوثءد حظركف سهأة,0,فنوثءد حظركف سهاه
لسأصز لأىآ ىظسج,0,لساصز لاىا ىظسج
فحضمن ةرآدإذ لئمزآ,0,فحضمن هراداذ لئمزا
نبىية ألءي آغثةتل,0,نبىىه الءى اغثهتل
حفذعمس ؤخظلق ذغهةو,0,حفذعمس ؤخظلق ذغههو
زيكإح سطبحءد أكئاع,0,زىكاح سطبحءد اكئاع
طرحتفز ثاقو جعرتأ,0,طرحتفز ثاقو جعرتا
ظحكاشق هتضلد اإجص,0,ظحكاشق هتضلد ااجص
حكتشذن طغنءره ظادىص,0,حكتشذن طغنءره ظادىص
ضدآئ طوئعزل نتآوغء,0,ضدائ طوئعزل نتاوغء
بضصعك خجةع آزوض,0,بضصعك خجهع ازوض
ذضرع أمعر ثتوص,0,ذضرع امعر ثتوص
بجقي تبقافغ ةوطت,0,بجقى تبقافغ هوطت
غسكجإ حدلنك فأزرؤا,0,غسكجا حدلنك فازرؤا
أخيع ةكاهن زئعإ,0,اخىع هكاهن زئعا
ناؤزف ىقصيء دآغهفح,0,ناؤزف ىقصىء داغهفح
ثكشر ئآتذه اغرأ,0,ثكشر ئاتذه اغرا
ارآس يقدن فطةغتع,0,اراس ىقدن فطهغتع
شىلخر جآثمش نأكئو,0,شىلخر جاثمش ناكئو
نبجآتأ تخذة سنعأ,0,نبجاتا تخذه سنعا
بوظح سمخكئق فشوه,0,بوظح سمخكئق فشوه
حتيآءن طآفرظ لذةر,0,حتىاءن طافرظ لذهر
إشلىخ ىإءؤئب واجةخ,0,اشلىخ ىاءؤئب واجهخ
هيلطدغ اقةثدت قآطرث,0,هىلطدغ اقهثدت قاطرث
فتوثلؤ شرأضظس غعألث,0,فتوثلؤ شراضظس غعالث
زجآو فقتخعى آؤءح,0,زجاو فقتخعى اؤءح
ئذنثم يمدخظص أىاشوز,0,ئذنثم ىمدخظص اىاشوز
خوزمص ختءا ظىآإ,0,خوزمص ختءا ظىاا
ثبموح كىيآقئ بيزكنج,0,ثبموح كىىاقئ بىزكنج
فمطض ملآجح غيظآفه,0,فمطض ملاجح غىظافه
ضجخذتة دوةفتم تطيش,0,ضجخذته دوهفتم تطىش
ىاةدن غرزؤئ آساضلئ,0,ىاهدن غرزؤئ اساضلئ
رحئد إاىشط صشفضي,0,رحئد ااىشط صشفضى
مصشيضأ ئهةغ وعلش,0,مصشىضا ئههغ وعلش
جخحصذف سزخمهظ شرذاز,0,جخحصذف سزخمهظ شرذاز
جصأفشة ئطخوز ؤعصج,0,جصافشه ئطخوز ؤعصج
آسثح زثوذ غجظضب,0,اسثح زثوذ غجظضب
حفألإ ذءصؤ تإجخءث,0,حفالا ذءصؤ تاجخءث
ذءياقى صذفظطي فأرخآ,0,ذءىاقى صذفظطى فارخا
وخسرء عثنمس ؤحكق,0,وخسرء عثنمس ؤحكق
ىغبي عىحظت ؤعحن,0,ىغبى عىحظت ؤعحن
صئعيذ طغقأع سذقة,0,صئعىذ طغقاع سذقه
جيئء جؤاهض حكطه,0,جىئء جؤاهض حكطه
نهيء أبظآيم دىعةف,0,نهىء ابظاىم دىعهف
افمغ طكؤخأ ذبخعنق,0,افمغ طكؤخا ذبخعنق
كرمشؤ خيأنوب ظذرئحى,0,كرمشؤ خىانوب ظذرئحى
مكؤأ آهخةث زصثجظت,0,مكؤا اهخهث زصثجظت
غشنث مادظة ضىعز,0,غشنث مادظه ضىعز
قمغفي وأدتك حكيل,0,قمغفى وادتك حكىل
عثزص ضبؤإز ؤتوثص,0,عثزص ضبؤاز ؤتوثص
إهدث قذوء ؤئضكذن,0,اهدث قذوء ؤئضكذن
إؤذع ثفرض صهزدنت,0,اؤذع ثفرض صهزدنت
دشقهإ صذقجإ هإخف,0,دشقها صذقجا هاخف
يظذغإ ضمظرق آثزسوط,0,ىظذغا ضمظرق اثزسوط
خؤنشإو ضخروي زعسضك,0,خؤنشاو ضخروى زعسضك
ضوسثطب طأدمغ نظثب,0,ضوسثطب طادمغ نظثب
ىناس أسغدهق غدصى,0,ىناس اسغدهق غدصى
تضحبذو قفعئط ةتغأ,0,تضحبذو قفعئط هتغا
ختجظعذ ىضرؤإث نقرج,0,ختجظعذ ىضرؤاث نقرج
قهإنؤة رةهح تبكض,0,قهانؤه رههح تبكض
فدقك ىفاز شعةء,0,فدقك ىفاز شعهء
غىءئ ظجحسذل صةءك,0,غىءئ ظجحسذل صهءك
رندىس إعصسؤ ءظنمؤع,0,رندىس اعصسؤ ءظنمؤع
لئطغكم طمدغذئ اتخدشج,0,لئطغكم طمدغذئ اتخدشج
ةهىكب دزخثض وخسنآز,0,ههىكب دزخثض وخسناز
ؤقجحزك دوزظآق إنهءة,0,ؤقجحزك دوزظاق انهءه
نفشر يةلتؤ قرئؤج,0,نفشر ىهلتؤ قرئؤج
إحدىكخ غأءخي هإحئش,0,احدىكخ غاءخى هاحئش
ذيثطخ ءاتم لباتفة,0,ذىثطخ ءاتم لباتفه
ذثىتح حذرإآ نسأرلج,0,ذثىتح حذراا نسارلج
بخفئتط ظطفانأ أوهثى,0,بخفئتط ظطفانا اوهثى
يةشغآ هوعءشن كعوؤق,0,ىهشغا هوعءشن كعوؤق
طةنضش ثكلذ حدمفذ,0,طهنضش ثكلذ حدمفذ
ضؤأو خونيح سجقهفإ,0,ضؤاو خونىح سجقهفا
ظخثة اعحث قمصاة,0,ظخثه اعحث قمصاه
بسطظ قطثمئر دؤئن,0,بسطظ قطثمئر دؤئن
زجأب صجاؤآة غهبقنى,0,زجاب صجاؤاه غهبقنى
رفصميظ تقشي زغظطدف,0,رفصمىظ تقشى زغظطدف
ضسذلح عآدخ مئظىؤا,0,ضسذلح عادخ مئظىؤا
داىلثي رئةفاب صمزحإظ,0,داىلثى رئهفاب صمزحاظ
ظضطئهأ ستءأج ثبآد,0,ظضطئها ستءاج ثباد
ذخظسض صلسةح ليتشج,0,ذخظسض صلسهح لىتشج
ءنزعلق شضجخز لىصو,0,ءنزعلق شضجخز لىصو
بحىس ئجبا شعةؤ,0,بحىس ئجبا شعهؤ
حيؤعةص آصنبةت يخثدإع,0,حىؤعهص اصنبهت ىخثداع
صؤضغء ركآطذ ئىخف,0,صؤضغء ركاطذ ئىخف
حسهزص حاءل يئصغتا,0,حسهزص حاءل ىئصغتا
غفحزتؤ ةآخطصث ذظجحب,0,غفحزتؤ هاخطصث ذظجحب
صخلآ صئؤجمق ترذكمو,0,صخلا صئؤجمق ترذكمو
ئشدلةج تىإخأج كزآىشج,0,ئشدلهج تىاخاج كزاىشج
شؤثءكر حذكص إضأؤ,0,شؤثءكر حذكص اضاؤ
ءفرق ئلجشتى حخفإاغ,0,ءفرق ئلجشتى حخفااغ
حلبيت ذاةح لجيث,0,حلبىت ذاهح لجىث
نجيسظض ئطشدسق تغحةكى,0,نجىسظض ئطشدسق تغحهكى
يلمق ىسمأ اكمط,0,ىلمق ىسما اكمط
قىأو طؤةج جاىعئ,0,قىاو طؤهج جاىعئ
ثسدطر ضكحع نضزيءو,0,ثسدطر ضكحع نضزىءو
آافشء دشيهفز ءمبظ,0,اافشء دشىهفز ءمبظ
مإشفو اشجطه رئهي,0,ماشفو اشجطه رئهى
تآيحخد كجوبعه غيدخإذ,0,تاىحخد كجوبعه غىدخاذ
آكصع عؤلطاي وحئد,0,اكصع عؤلطاى وحئد
جغبؤصه تئىآرف نشهغص,0,جغبؤصه تئىارف نشهغص
مضحر جأىخه دضحةاإ,0,مضحر جاىخه دضحهاا
ظطخف قآثب آزلؤث,0,ظطخف قاثب ازلؤث
دثولفص حمصقب صذشلؤ,0,دثولفص حمصقب صذشلؤ
زشبذق تسجيذ ذرتاى,0,زشبذق تسجىذ ذرتاى
زأهؤ دءصهإ وؤبقإخ,0,زاهؤ دءصها وؤبقاخ
آتخئة جخلوئث جشئفظ,0,اتخئه جخلوئث جشئفظ
وجند صشغب ئبصقآت,0,وجند صشغب ئبصقات
شطمد قبتوذك ائءتج,0,شطمد قبتوذك ائءتج
داظزبث شإمقه وءزهآن,0,داظزبث شامقه وءزهان
جسئضات حأليش جزنأت,0,جسئضات حالىش جزنات
ىحطض صلخىطس رعةذغآ,0,ىحطض صلخىطس رعهذغا
بفسظم وئءعي إسنصآه,0,بفسظم وئءعى اسنصاه
كضئأ سئمإ يثدهإ,0,كضئا سئما ىثدها
تضءح دنإرؤأ نيطىحب,0,تضءح دنارؤا نىطىحب
ظهجعش هيتأ هئحذ,0,ظهجعش هىتا هئحذ
جظتو جبفخة ئاسضص,0,جظتو جبفخه ئاسضص
قحئلآص مرظق آاجحي,0,قحئلاص مرظق ااجحى
ىربضل زؤءاس اثغهحأ,0,ىربضل زؤءاس اثغهحا
لبتض مزىبأة هىظث,0,لبتض مزىباه هىظث
رصذا هةولجص شغذجرء,0,رصذا ههولجص شغذجرء
نءبوؤه إجزء ظسوى,0,نءبوؤه اجزء ظسوى
خةضلج ذرقة طرجآعخ,0,خهضلج ذرقه طرجاعخ
إضحهك أىظءف كميشى,0,اضحهك اىظءف كمىشى
عئبل ديظأ طهآع,0,عئبل دىظا طهاع
عديفضس بدؤضف ءامشص,0,عدىفضس بدؤضف ءامشص
بدثئطق قآثظ قؤاه,0,بدثئطق قاثظ قؤاه
سمؤو ائنم ضيبأظا,0,سمؤو ائنم ضىباظا
وءزخآي لنظه إدهرطش,0,وءزخاى لنظه ادهرطش
أيغعتث غخصجتش ضرمجحز,0,اىغعتث غخصجتش ضرمجحز
زحظل عؤجس إئسغر,0,زحظل عؤجس ائسغر
غطذج وظذقط زىؤبئم,0,غطذج وظذقط زىؤبئم
عخةشحس حصخإجى ضدصهزو,0,عخهشحس حصخاجى ضدصهزو
لختةث جغكإح خظوسف,0,لختهث جغكاح خظوسف
ذحعئ صآوظمز ؤمصفجذ,0,ذحعئ صاوظمز ؤمصفجذ
ماهر ضدءبجه قمةءو,0,ماهر ضدءبجه قمهءو
سوآئش غئجمقه هصؤزلر,0,سوائش غئجمقه هصؤزلر
مءيثحز اسإؤدح جفإع,0,مءىثحز اساؤدح جفاع
خوعيئ غدذظعج خعقلغ,0,خوعىئ غدذظعج خعقلغ
مأءجقة ثعجز ذآءوأس,0,ماءجقه ثعجز ذاءواس
إرصأه فسطي وذفيئج,0,ارصاه فسطى وذفىئج
غئقى غذضلكط مظةءثآ,0,غئقى غذضلكط مظهءثا
اثهض قذنغر ضترظ,0,اثهض قذنغر ضترظ
غخهنجم هىزح قبطإ,0,غخهنجم هىزح قبطا
مهجءول تنغهىض ىخرؤم,0,مهجءول تنغهىض ىخرؤم
غساتأر آغسظوة ءوثت,0,غساتار اغسظوه ءوثت
مآزحهد بعحزص أىئزح,0,مازحهد بعحزص اىئزح
مبلف مرصه غجؤو,0,مبلف مرصه غجؤو
اضأزكو إظفكذ ىةمآؤا,0,اضازكو اظفكذ ىهماؤا
نإزق اذهرف إتةث,0,نازق اذهرف اتهث
ظغثؤذ فحتسر إلظع,0,ظغثؤذ فحتسر الظع
عةإذء ضفتظهط رثشةسظ,0,عهاذء ضفتظهط رثشهسظ
سمجآغ كصجذفق إسئهج,0,سمجاغ كصجذفق اسئهج
صغثأضي ؤعةء حءؤفلت,0,صغثاضى ؤعهء حءؤفلت
ذيلؤشص شلتآا صآثخ,0,ذىلؤشص شلتاا صاثخ
تزاقه إذاتعص وتنكدج,0,تزاقه اذاتعص وتنكدج
ثبزد شمدغب ظياتخآ,0,ثبزد شمدغب ظىاتخا
ئءثة رئفإ ثمسشغع,0,ئءثه رئفا ثمسشغع
ىثءاض اهيدظج صرغذت,0,ىثءاض اهىدظج صرغذت
ظغإا اشءه هآثؤ,0,ظغاا اشءه هاثؤ
جخآض بإسىل هزفساب,0,جخاض باسىل هزفساب
شجقعلد زغكشح دبزلشه,0,شجقعلد زغكشح دبزلشه
ذوغض ضرحك إتغح,0,ذوغض ضرحك اتغح
فذتظم أهلنثط اأذظب,0,فذتظم اهلنثط ااذظب
دزجسي ذحةؤئض ىرتسه,0,دزجسى ذحهؤئض ىرتسه
لمصغ إكعآ طعالظ,0,لمصغ اكعا طعالظ
حبمئ حءمإن وخبجك,0,حبمئ حءمان وخبجك
ءاظسشؤ ثدحم صطكبث,0,ءاظسشؤ ثدحم صطكبث
مفربئ طضتقإس موإن,0,مفربئ طضتقاس موان
عموج فثعبحى بمنئ,0,عموج فثعبحى بمنئ
عأفش ثشدب غذمهوز,0,عافش ثشدب غذمهوز
ئقإفز رئةكأ ؤضولق,0,ئقافز رئهكا ؤضولق
ئرمىوث غصةذس نعخا,0,ئرمىوث غصهذس نعخا
غصءآإخ ذإىس اخإه,0,غصءااخ ذاىس اخاه
سريظ حطىيآ رفبج,0,سرىظ حطىىا رفبج
ةفحذ ةقىإ خهةئن,0,هفحذ هقىا خههئن
ئىكأفخ تدءا ثفئأرش,0,ئىكافخ تدءا ثفئارش
أعضفب إىجك ذؤجم,0,اعضفب اىجك ذؤجم
جمؤت أهلع جطزا,0,جمؤت اهلع جطزا
شلبإج ىؤكملإ غظعءإأ,0,شلباج ىؤكملا غظعءاا
ءةرذج ؤرةا ءلسثئ,0,ءهرذج ؤرها ءلسثئ
ءلسبخ خردقثغ ظءئر,0,ءلسبخ خردقثغ ظءئر
طمظةجأ ةظلكؤ سصإآا,0,طمظهجا هظلكؤ سصااا
نهعك رىطج مأفةش,0,نهعك رىطج مافهش
جحظس دأإضح جغظكسى,0,جحظس دااضح جغظكسى
صدئإآذ ةاحنه ضيآاذ,0,صدئااذ هاحنه ضىااذ
ريتء لهآزكء ألحؤتر,0,رىتء لهازكء الحؤتر
ستؤثزغ رنفحشذ ضأطرءف,0,ستؤثزغ رنفحشذ ضاطرءف
أكخت خةاني ضمبوصف,0,اكخت خهانى ضمبوصف
اعيغ زارطع ةئهي,0,اعىغ زارطع هئهى
ذقسر رلزدس غقىةكس,0,ذقسر رلزدس غقىهكس
كآدجم ضآحش رغءمده,0,كادجم ضاحش رغءمده
واخءمس غخبهت قعإت,0,واخءمس غخبهت قعات
كظثؤع يموء كحشأعق,0,كظثؤع ىموء كحشاعق
ىجمر ؤسةإأآ توقسثك,0,ىجمر ؤسهااا توقسثك
نئدىآ ىخطؤء بعدح,0,نئدىا ىخطؤء بعدح
غمزر اإصك ئأوحؤآ,0,غمزر ااصك ئاوحؤا
أفغظةج تدصىنئ طبإعض,0,افغظهج تدصىنئ طباعض
ءاإطغح كمةاي بيشالك,0,ءااطغح كمهاى بىشالك
ئشذجو حنمضص صسفجه,0,ئشذجو حنمضص صسفجه
بذلد شجحذغة ذإظوغئ,0,بذلد شجحذغه ذاظوغئ
ظنيزةخ خآسةد حىدص,0,ظنىزهخ خاسهد حىدص
رغاؤجف هاظضصج ضلدظش,0,رغاؤجف هاظضصج ضلدظش
صةثءأي نذسكى صبءأ,0,صهثءاى نذسكى صبءا
لنؤئ شوحض لبضؤ,0,لنؤئ شوحض لبضؤ
لتخؤىش أطآثو ىلإآ,0,لتخؤىش اطاثو ىلاا
ذئيآة ضكأهل ذشسىر,0,ذئىاه ضكاهل ذشسىر
اثحزتس شذئر هءردل,0,اثحزتس شذئر هءردل
دغبثرو فصوءيع فطصع,0,دغبثرو فصوءىع فطصع
قهكي حسأإقع خشآى,0,قهكى حسااقع خشاى
فةهذظز خوضكأب ضيظأ,0,فههذظز خوضكاب ضىظا
تجون عجآظىق لتآرج,0,تجون عجاظىق لتارج
ساربطأ كؤيحضط صهرئآن,0,ساربطا كؤىحضط صهرئان
دؤهغى نآئق عظرا,0,دؤهغى نائق عظرا
افآط غجنىشط متسل,0,افاط غجنىشط متسل
ثدظؤئف إءجسخ ثصله,0,ثدظؤئف اءجسخ ثصله
تهابسو فؤطكأع سزفل,0,تهابسو فؤطكاع سزفل
ضذجل قيسآشظ عقةزم,0,ضذجل قىساشظ عقهزم
معدأسل مىفد ءضخز,0,معداسل مىفد ءضخز
زدكي سبكئض حغمئسز,0,زدكى سبكئض حغمئسز
لورط ىقإذ ظءجخفر,0,لورط ىقاذ ظءجخفر
سشثد أؤفس رإجس,0,سشثد اؤفس راجس
ظبطرع ظبىغر ؤىهق,0,ظبطرع ظبىغر ؤىهق
أيدصز أكطذإح بنحطا,0,اىدصز اكطذاح بنحطا
سظدأ ئقظحى دثصأ,0,سظدا ئقظحى دثصا
زعصلأ قدوفمل ئمياكإ,0,زعصلا قدوفمل ئمىاكا
لضإغكء لىءحصي اكسطل,0,لضاغكء لىءحصى اكسطل
يىآص توذآ ةشودعذ,0,ىىاص توذا هشودعذ
آخنؤ فأدذآش اثبىق,0,اخنؤ فادذاش اثبىق
غءثاظ جايءرخ ألشؤف,0,غءثاظ جاىءرخ الشؤف
مةيحبإ تأؤئ طيإؤ,0,مهىحبا تاؤئ طىاؤ
سبؤمخ صحإمت فةسإ,0,سبؤمخ صحامت فهسا
تكحىإ زصىاف دذثنءأ,0,تكحىا زصىاف دذثنءا
طؤجنث غبىثض زسىقصك,0,طؤجنث غبىثض زسىقصك
ىيضظة مأصذظ قلاحة,0,ىىضظه ماصذظ قلاحه
